from_id,from_type,to_id,to_type,relationship_type,probability,description,risk_increase,relevance,pga,magnitude,rainfall
shelter_343,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_344,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_345,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_346,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_347,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_348,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_349,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_350,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_351,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_352,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_353,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_354,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_355,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_356,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_357,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_358,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_359,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_360,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_361,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_362,Shelter,admin_서울특별시_송파구,Admin,IN,,,,,,,
shelter_363,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_364,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_365,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_366,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_367,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_368,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_369,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_698,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_699,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_700,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_701,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_702,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_703,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_704,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_705,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_706,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_707,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_708,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_709,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_710,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_711,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_712,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_713,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_714,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_715,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_716,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_717,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_718,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_719,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_720,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_721,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_722,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_723,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_724,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_725,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_726,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_727,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_728,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_729,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_730,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_731,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_732,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_733,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_734,Shelter,admin_서울특별시_금천구,Admin,IN,,,,,,,
shelter_735,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_736,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_737,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_738,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_739,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_740,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_741,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_742,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_743,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_744,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_745,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_746,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_747,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_748,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_749,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_750,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_751,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_752,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_753,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_754,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_755,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_756,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_757,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_758,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_759,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_760,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_761,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_762,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_763,Shelter,admin_서울특별시_강북구,Admin,IN,,,,,,,
shelter_764,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_765,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_766,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_767,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_768,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_769,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_770,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_771,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_772,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_773,Shelter,admin_서울특별시_강북구,Admin,IN,,,,,,,
shelter_774,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_775,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_776,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_777,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_778,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_779,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_780,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_781,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_782,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_783,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_784,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_785,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_786,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_787,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_788,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_789,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_790,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_791,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_792,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_793,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_794,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_795,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_796,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_797,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_798,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_799,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_800,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_801,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_802,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_803,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_804,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_805,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_806,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_807,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_808,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_809,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_810,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_811,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_812,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_813,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_814,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_815,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_816,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_817,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_818,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_819,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_820,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_821,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_822,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_823,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_824,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_825,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_826,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_827,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_828,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_829,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_830,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_831,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_832,Shelter,admin_서울특별시_중랑구,Admin,IN,,,,,,,
shelter_833,Shelter,admin_서울특별시_광진구,Admin,IN,,,,,,,
shelter_834,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_835,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_836,Shelter,admin_서울특별시_광진구,Admin,IN,,,,,,,
shelter_837,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_838,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_839,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_840,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_841,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_842,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_843,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_844,Shelter,admin_서울특별시_광진구,Admin,IN,,,,,,,
shelter_845,Shelter,admin_서울특별시_광진구,Admin,IN,,,,,,,
shelter_846,Shelter,admin_서울특별시_광진구,Admin,IN,,,,,,,
shelter_847,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_848,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_849,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_850,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_851,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_852,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_853,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_854,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_855,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_856,Shelter,admin_서울특별시_구로구,Admin,IN,,,,,,,
shelter_857,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_858,Shelter,admin_서울특별시_구로구,Admin,IN,,,,,,,
shelter_859,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_860,Shelter,admin_서울특별시_구로구,Admin,IN,,,,,,,
shelter_861,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_862,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_863,Shelter,admin_서울특별시_구로구,Admin,IN,,,,,,,
shelter_864,Shelter,admin_서울특별시_구로구,Admin,IN,,,,,,,
shelter_865,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_866,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_867,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_868,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_869,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_870,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_871,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_872,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_873,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_874,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_875,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_876,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_877,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_878,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_879,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_880,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_881,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_882,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_883,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_884,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_885,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_886,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_887,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_888,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_889,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_890,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_891,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_892,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_893,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_894,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_895,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_896,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_897,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_898,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_899,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_900,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_901,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_902,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_903,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_904,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_905,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_906,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_907,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_908,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_909,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_910,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_911,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_912,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_913,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_914,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_915,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_916,Shelter,admin_서울특별시_송파구,Admin,IN,,,,,,,
shelter_917,Shelter,admin_서울특별시_송파구,Admin,IN,,,,,,,
shelter_918,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_919,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_920,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_921,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_922,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_923,Shelter,admin_서울특별시_송파구,Admin,IN,,,,,,,
shelter_924,Shelter,admin_서울특별시_송파구,Admin,IN,,,,,,,
shelter_925,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_926,Shelter,admin_서울특별시_송파구,Admin,IN,,,,,,,
shelter_603,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_604,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_605,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_606,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_607,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_608,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_609,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_610,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_611,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_612,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_613,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_614,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_615,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_616,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_617,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_618,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_619,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_620,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_621,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_622,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_623,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_624,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_625,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_626,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_627,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_628,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_629,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_630,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_631,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_632,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_633,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_634,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_635,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_636,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_637,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_638,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_639,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_640,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_641,Shelter,admin_서울특별시_광진구,Admin,IN,,,,,,,
shelter_642,Shelter,admin_서울특별시_광진구,Admin,IN,,,,,,,
shelter_643,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_644,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_645,Shelter,admin_서울특별시_관악구,Admin,IN,,,,,,,
shelter_646,Shelter,admin_서울특별시_강동구,Admin,IN,,,,,,,
shelter_647,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_648,Shelter,admin_서울특별시_성동구,Admin,IN,,,,,,,
shelter_649,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_650,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_651,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_652,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_653,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_654,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_655,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_656,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_657,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_658,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_659,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_660,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_661,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_662,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_663,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_664,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_665,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_666,Shelter,admin_서울특별시_광진구,Admin,IN,,,,,,,
shelter_667,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_668,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_669,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_670,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_671,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_672,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_673,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_674,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_675,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_676,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_677,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_678,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_679,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_680,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_681,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_682,Shelter,admin_서울특별시_마포구,Admin,IN,,,,,,,
shelter_683,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_684,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_685,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_686,Shelter,admin_서울특별시_영등포구,Admin,IN,,,,,,,
shelter_687,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_688,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_689,Shelter,admin_서울특별시_용산구,Admin,IN,,,,,,,
shelter_690,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_691,Shelter,admin_서울특별시_종로구,Admin,IN,,,,,,,
shelter_692,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_693,Shelter,admin_서울특별시_서초구,Admin,IN,,,,,,,
shelter_694,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_695,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_696,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_697,Shelter,admin_서울특별시_강남구,Admin,IN,,,,,,,
shelter_1065,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_1066,Shelter,admin_서울특별시_은평구,Admin,IN,,,,,,,
shelter_1067,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_1068,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
shelter_1069,Shelter,admin_서울특별시_동작구,Admin,IN,,,,,,,
shelter_1070,Shelter,admin_서울특별시_강서구,Admin,IN,,,,,,,
shelter_1071,Shelter,admin_서울특별시_중랑구,Admin,IN,,,,,,,
shelter_1072,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_1073,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_1074,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_1075,Shelter,admin_서울특별시_서대문구,Admin,IN,,,,,,,
shelter_1076,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_1077,Shelter,admin_서울특별시_성북구,Admin,IN,,,,,,,
shelter_1078,Shelter,admin_서울특별시_도봉구,Admin,IN,,,,,,,
